Potential (V)	Current (A)	
-0.471100807189941	-0.00105795287527144	
-0.472327649593353	-0.00104163610376418	
-0.472941070795059	-0.00107181596104056	
-0.472941070795059	-0.00108169193845242	
-0.473861187696457	-0.00109064776916057	
-0.475088000297546	-0.00109058641828597	
-0.475394695997238	-0.00120271823834628	
-0.476008117198944	-0.00123105791863054	
-0.476928234100342	-0.00119836302474141	
-0.478155076503754	-0.00120143010281026	
-0.478155076503754	-0.00116904184687883	
-0.478768467903137	-0.00115824583917856	
-0.479688584804535	-0.00123394094407558	
-0.479995310306549	-0.00119351700413972	
-0.480608701705933	-0.00132466468494385	
-0.481528848409653	-0.00128559023141861	
-0.48244896531105	-0.00128105096518993	
-0.482755661010742	-0.00126203522086143	
-0.483982473611832	-0.00126504094805568	
-0.484289199113846	-0.00124651589430869	
-0.485209316015244	-0.0012226541293785	
-0.485822737216949	-0.00124160863924772	
-0.486436128616333	-0.00139373494312167	
-0.487356245517731	-0.00138551520649344	
-0.487662971019745	-0.00135177746415138	
-0.488583087921143	-0.00136024260427803	
-0.489196479320526	-0.00132638216018677	
-0.490116626024246	-0.00132785434834659	
-0.491036742925644	-0.00131129228975624	
-0.491343438625336	-0.00131239637266845	
-0.492570251226425	-0.00134202418848872	
-0.492570251226425	-0.00136993452906609	
-0.493797093629837	-0.00137588463257998	
-0.494410514831543	-0.00135754363145679	
-0.495023906230927	-0.00138747808523476	
-0.495330631732941	-0.00139085191767663	
-0.49655744433403	-0.00137833831831813	
-0.49655744433403	-0.00141698331572115	
-0.498090982437134	-0.00142207462340593	
-0.49870440363884	-0.00140164792537689	
-0.499624520540237	-0.00143986358307302	
-0.499931216239929	-0.00141600181814283	
-0.500237941741943	-0.00143053964711726	
-0.501158058643341	-0.00143268657848239	
-0.502384841442108	-0.00145519885700196	
-0.502384841442108	-0.00145599630195647	
-0.50361168384552	-0.00146176235284656	
-0.504225075244904	-0.00147439865395427	
-0.505145251750946	-0.00148948864080012	
-0.505145251750946	-0.00148482667282224	
-0.506372034549713	-0.00149580684956163	
-0.506678760051727	-0.00151764426846057	
-0.507598876953125	-0.00151727627962828	
-0.508212268352509	-0.00153543322812766	
-0.508825719356537	-0.00154487986583263	
-0.509745836257935	-0.00155328353866935	
-0.510665953159332	-0.00156591983977705	
-0.510972619056702	-0.00163081893697381	
-0.51158607006073	-0.00162750645540655	
-0.512506186962128	-0.00175889953970909	
-0.513119578361511	-0.00176693522371352	
-0.514039695262909	-0.00171399768441916	
-0.514653146266937	-0.00169338705018163	
-0.515266537666321	-0.00167167221661657	
-0.515879929065704	-0.0016928962431848	
-0.516800045967102	-0.00169817160349339	
-0.51741349697113	-0.00171442702412605	
-0.518333613872528	-0.00171252549625933	
-0.518947005271912	-0.00171565392520279	
-0.519253730773926	-0.00173430168069899	
-0.520173847675323	-0.00171994778793305	
-0.520787239074707	-0.00175374688114971	
-0.522014081478119	-0.00175166118424386	
-0.522320806980133	-0.00179527490399778	
-0.522934198379517	-0.0017845401307568	
-0.523854315280914	-0.0017666284693405	
-0.524467706680298	-0.0017907356377691	
-0.524774432182312	-0.00179760588798672	
-0.526001274585724	-0.00180883123539388	
-0.526614665985107	-0.00181864586193115	
-0.527228057384491	-0.0018482122104615	
-0.527841508388519	-0.00184023776091635	
-0.528761625289917	-0.00186354748439044	
-0.529375016689301	-0.00185557315126061	
-0.530295133590698	-0.00187029503285885	
-0.530601859092712	-0.00187949626706541	
-0.53152197599411	-0.00188747060019523	
-0.532442092895508	-0.00188685720786452	
-0.533362209796906	-0.00189973879605532	
-0.533362209796906	-0.0019169143633917	
-0.534589052200317	-0.00191507418639958	
-0.534895718097687	-0.00194942520465702	
-0.535202443599701	-0.00194881181232631	
-0.536429286003113	-0.0019586265552789	
-0.536735951900482	-0.00196046661585569	
-0.53765606880188	-0.00198316294699907	
-0.538576185703278	-0.00197825557552278	
-0.538882911205292	-0.00201199343428016	
-0.540109753608704	-0.00200524576939642	
-0.540416479110718	-0.0020328494720161	
-0.541336596012115	-0.0020218079444021	
-0.541643261909485	-0.00203468953259289	
-0.542870104312897	-0.00205738586373627	
-0.54348349571228	-0.00205002492293715	
-0.544096946716309	-0.00213896972127259	
-0.544710338115692	-0.002113206544891	
-0.545323729515076	-0.00210339180193841	
-0.545937180519104	-0.0021211807616055	
-0.546550571918488	-0.00215430511161685	
-0.546857297420502	-0.00213344907388091	
-0.548084139823914	-0.00214694417081773	
-0.549310922622681	-0.00214878446422517	
-0.549310922622681	-0.00216718669980764	
-0.550231039524078	-0.00216902699321508	
-0.550844490528107	-0.00217516114935279	
-0.551764607429504	-0.00218497565947473	
-0.55145788192749	-0.00217393436469138	
-0.552684724330902	-0.00235305074602365	
-0.5536048412323	-0.00234323623590171	
-0.553911507129669	-0.00232667406089604	
-0.555138349533081	-0.00230152416042984	
-0.556058466434479	-0.00226839981041849	
-0.556365191936493	-0.00229170965030789	
-0.557592034339905	-0.00226103886961937	
-0.557592034339905	-0.00227698753587902	
-0.558512151241302	-0.00230888510122895	
-0.5594322681427	-0.00229600351303816	
-0.560045659542084	-0.00233526178635657	
-0.560659050941467	-0.00232422049157321	
-0.561272501945496	-0.00231379247270525	
-0.562192618846893	-0.00236225198023021	
-0.562806010246277	-0.00236225198023021	
-0.56341940164566	-0.00240396405570209	
-0.564032852649689	-0.0023910824675113	
-0.564952969551086	-0.00237758737057447	
-0.56556636095047	-0.00238985545001924	
-0.566179811954498	-0.00241071148775518	
-0.566486477851868	-0.00240580434910953	
-0.56771332025528	-0.00242175301536918	
-0.568633437156677	-0.002473279600963	
-0.568940162658691	-0.0024603980127722	
-0.569860279560089	-0.00245917122811079	
-0.570473670959473	-0.0024904552847147	
-0.571087062358856	-0.00248370761983097	
-0.571700513362885	-0.00254014157690108	
-0.572620630264282	-0.00251805875450373	
-0.573234021663666	-0.0025156051851809	
-0.574460864067078	-0.00254811602644622	
-0.574154138565063	-0.00256590498611331	
-0.575074255466461	-0.00256590498611331	
-0.576301097869873	-0.00258062686771154	
-0.576607823371887	-0.00258614751510322	
-0.577834606170654	-0.00262479251250625	
-0.578448057174683	-0.00262233894318342	
-0.578754723072052	-0.00264687556773424	
-0.57936817407608	-0.00265975715592504	
-0.580288290977478	-0.00266466452740133	
-0.580901682376862	-0.00267386552877724	
-0.580901682376862	-0.00270514958538115	
-0.582435250282288	-0.00270883017219603	
-0.583048641681671	-0.00272232526913285	
-0.583968758583069	-0.00274624838493764	
-0.584582149982452	-0.00280206883326173	
-0.585195600986481	-0.00281188357621431	
-0.586115717887878	-0.00282905902713537	
-0.586422383785248	-0.00283826026134193	
-0.587342500686646	-0.00289346743375063	
-0.588262617588043	-0.00289346743375063	
-0.588876068592072	-0.00290021486580372	
-0.588876068592072	-0.00295726233161986	
-0.590102851390839	-0.00293885986320674	
-0.590409576892853	-0.00300940242595971	
-0.591636419296265	-0.00299284025095403	
-0.591943144798279	-0.00299406703561544	
-0.592863261699677	-0.00303761940449476	
-0.59347665309906	-0.00303087173961103	
-0.594396770000458	-0.00305418157950044	
-0.595010161399841	-0.00311184232123196	
-0.59562361240387	-0.00309834722429514	
-0.596543729305267	-0.00325722107663751	
-0.596237003803253	-0.00329402578063309	
-0.597770512104034	-0.00326580880209804	
-0.598383963108063	-0.00324065890163183	
-0.599610805511475	-0.00324188568629324	
-0.599917471408844	-0.00326396874152124	
-0.600224196910858	-0.00327501003630459	
-0.601144313812256	-0.00328482477925718	
-0.601757705211639	-0.00331978918984532	
-0.602984547615051	-0.00332285626791418	
-0.602984547615051	-0.00338971824385226	
-0.603904664516449	-0.00338235730305314	
-0.604824781417847	-0.00339339859783649	
-0.605131506919861	-0.00345658021979034	
-0.605744898319244	-0.00346762174740434	
-0.606665015220642	-0.00347436917945743	
-0.607278406620026	-0.00349829229526222	
-0.608505249023438	-0.00352589576505125	
-0.609118700027466	-0.00359091768041253	
-0.609732091426849	-0.00362894916906953	
-0.609732091426849	-0.00363017595373094	
-0.610958933830261	-0.00366391381248832	
-0.611572325229645	-0.00369949173182249	
-0.612492442131042	-0.00372157455421984	
-0.61341255903244	-0.0037387500051409	
-0.61341255903244	-0.00382646801881492	
-0.614332675933838	-0.00382340094074607	
-0.615252792835236	-0.00384977785870433	
-0.615866184234619	-0.00393504230305552	
-0.616479635238647	-0.00394056271761656	
-0.617093026638031	-0.00395221775397658	
-0.617706477642059	-0.00399638339877129	
-0.618626594543457	-0.00401969300583005	
-0.619546711444855	-0.00405772449448705	
-0.619853377342224	-0.00409207586199045	
-0.620466828346252	-0.00413746805861592	
-0.62138694524765	-0.00418531429022551	
-0.622000336647034	-0.00421475851908326	
-0.622920453548431	-0.00424236198887229	
-0.623533844947815	-0.00431229081004858	
-0.624147295951843	-0.00435400288552046	
-0.624760687351227	-0.00438222009688616	
-0.625680804252625	-0.00443129288032651	
-0.625987529754639	-0.0044631902128458	
-0.626907646656036	-0.00452023791149259	
-0.62752103805542	-0.00457053771242499	
-0.628441154956818	-0.00460550235584378	
-0.628747880458832	-0.00465089455246925	
-0.629361271858215	-0.0046969004906714	
-0.630588114261627	-0.00476130889728665	
-0.631201505661011	-0.00479811383411288	
-0.632121622562408	-0.00484473304823041	
-0.632428348064423	-0.00489319255575538	
-0.63334846496582	-0.00493490463122725	
-0.633961856365204	-0.00499072531238198	
-0.634575307369232	-0.00510113965719938	
-0.635188698768616	-0.00512874312698841	
-0.635802149772644	-0.00517720263451338	
-0.637028932571411	-0.00522320857271552	
-0.637335658073425	-0.0052710548043251	
-0.638255774974823	-0.00533239636570215	
-0.638869166374207	-0.00543299596756697	
-0.639789283275604	-0.00549863092601299	
-0.640096008777618	-0.00556058576330543	
-0.641016125679016	-0.00560536468401551	
-0.641936242580414	-0.00564585020765662	
-0.642549633979797	-0.00573479477316141	
-0.641936242580414	-0.00576791912317276	
-0.643163084983826	-0.0058077909052372	
-0.644389927387238	-0.00586667843163013	
-0.645003318786621	-0.00591575168073177	
-0.645923435688019	-0.00598016008734703	
-0.646536827087402	-0.00607094494625926	
-0.646843552589417	-0.00612553860992193	
-0.6474569439888	-0.00618258630856872	
-0.648990511894226	-0.00624699471518397	
-0.648990511894226	-0.00629913434386253	
-0.650217294692993	-0.00637090392410755	
-0.650524020195007	-0.00644451333209872	
-0.651444137096405	-0.00651014875620604	
-0.651444137096405	-0.00657885055989027	
-0.652670979499817	-0.00665246043354273	
-0.652977705001831	-0.00671073468402028	
-0.653591096401215	-0.0067923185415566	
-0.654204487800598	-0.00685918051749468	
-0.655124604701996	-0.00692726904526353	
-0.656351447105408	-0.00701989466324449	
-0.656658172607422	-0.00708184903487563	
-0.65757828950882	-0.00715791247785091	
-0.658191680908203	-0.007240722887218	
-0.658805072307587	-0.00731371901929379	
-0.659111797809601	-0.00739223603159189	
-0.660338640213013	-0.00747381988912821	
-0.660952031612396	-0.0075529501773417	
-0.660952031612396	-0.0076351473107934	
-0.661872148513794	-0.00772470561787486	
-0.663098990917206	-0.00779770174995065	
-0.663712382316589	-0.00788173917680979	
-0.663712382316589	-0.00797436479479074	
-0.664939224720001	-0.00804981403052807	
-0.665859341621399	-0.00813937280327082	
-0.666166067123413	-0.00822709035128355	
-0.667086184024811	-0.00830683391541243	
-0.668006300926209	-0.00839332584291697	
-0.668312966823578	-0.00848288368433714	
-0.668926417827606	-0.00856692157685757	
-0.669846534729004	-0.00866445433348417	
-0.671073377132416	-0.00875953305512667	
-0.671380043029785	-0.00884295720607042	
-0.672300159931183	-0.00893619563430548	
-0.672606885433197	-0.00903556868433952	
-0.672913610935211	-0.00912205968052149	
-0.674447119235992	-0.00922143273055553	
-0.674753844738007	-0.00931651145219803	
-0.675673961639404	-0.00940422993153334	
-0.676287353038788	-0.00951648410409689	
-0.676900744438171	-0.00962015055119991	
-0.677207469940186	-0.00970418844372034	
-0.677820920944214	-0.00981092173606157	
-0.678741037845612	-0.00990661419928074	
-0.679354429244995	-0.0100108943879604	
-0.680274546146393	-0.0101170148700476	
-0.680581271648407	-0.0102127073332667	
-0.681501388549805	-0.0103163737803698	
-0.682114779949188	-0.0104218814522028	
-0.682728171348572	-0.0105224810540676	
-0.6833416223526	-0.0106279877945781	
-0.683648288249969	-0.0107377888634801	
-0.685181856155396	-0.010840842500329	
-0.685795247554779	-0.0109537104144692	
-0.686408698558807	-0.0110714854672551	
-0.687328815460205	-0.0111708585172892	
-0.687635481357574	-0.0112837264314294	
-0.688248932361603	-0.0113978208974004	
-0.688862323760986	-0.0115106888115406	
-0.690089166164398	-0.0116253970190883	
-0.690089166164398	-0.0117394914850593	
-0.691009283065796	-0.0118548134341836	
-0.691622674465179	-0.0119670676067472	
-0.692236065864563	-0.0120897507295012	
-0.693156182765961	-0.0121989380568266	
-0.693769633769989	-0.0123277539387345	
-0.694383025169373	-0.012439395301044	
-0.694996476173401	-0.0125559438019991	
-0.695916593074799	-0.0126786259934306	
-0.696529984474182	-0.0127982422709465	
-0.697143375873566	-0.0129190841689706	
-0.697756826877594	-0.0130436066538095	
-0.697756826877594	-0.0130663029849529	
-0.697143375873566	-0.0129834925755858	
-0.695916593074799	-0.0129135632887483	
-0.695916593074799	-0.0128460880368948	
-0.69530314207077	-0.0127589832991362	
-0.694076299667358	-0.0126767866313457	
-0.693462908267975	-0.0125915221869946	
-0.692542791366577	-0.0125013506039977	
-0.692236065864563	-0.0124222198501229	
-0.691929399967194	-0.0123326620087028	
-0.691009283065796	-0.0122719341889024	
-0.689782440662384	-0.0121786948293447	
-0.689169049263	-0.0120731880888343	
-0.688862323760986	-0.0119860833510756	
-0.688248932361603	-0.0118934586644173	
-0.687328815460205	-0.0117965387180448	
-0.686715364456177	-0.0117217022925615	
-0.685488522052765	-0.0116253970190883	
-0.685181856155396	-0.0115211168304086	
-0.684568405151367	-0.0114327855408192	
-0.684261739253998	-0.011341386474669	
-0.682728171348572	-0.0112426271662116	
-0.682114779949188	-0.0111493887379766	
-0.682114779949188	-0.0110536962747574	
-0.681501388549805	-0.0109561635181308	
-0.680581271648407	-0.0108690587803721	
-0.679661154747009	-0.0107739800587296	
-0.678741037845612	-0.0106795141473413	
-0.678434312343597	-0.0105924103409052	
-0.6775141954422	-0.0104924235492945	
-0.676594078540802	-0.0104047060012817	
-0.676287353038788	-0.0103102400898933	
-0.67536723613739	-0.0102231353521347	
-0.675060510635376	-0.0101298969238997	
-0.673527002334595	-0.0100489258766174	
-0.673220276832581	-0.00995262060314417	
-0.672913610935211	-0.00985876843333244	
-0.671993494033813	-0.00977227743715048	
-0.671686768531799	-0.00968149211257696	
-0.671380043029785	-0.00958825368434191	
-0.669846534729004	-0.00949869491159916	
-0.668926417827606	-0.00941097736358643	
-0.668926417827606	-0.00932203233242035	
-0.667699575424194	-0.0092324735596776	
-0.667086184024811	-0.00914475601166487	
-0.666472733020782	-0.00905765127390623	
-0.665859341621399	-0.00897238682955503	
-0.665245950222015	-0.00889080297201872	
-0.664325833320618	-0.00879204366356134	
-0.663712382316589	-0.00871904753148556	
-0.66340571641922	-0.00863194279372692	
-0.662178874015808	-0.0085411574691534	
-0.66125875711441	-0.00846570823341608	
-0.660952031612396	-0.00838105753064156	
-0.660645365715027	-0.00829517934471369	
-0.659418523311615	-0.00822340976446867	
-0.659111797809601	-0.00812955759465694	
-0.658498406410217	-0.00804368034005165	
-0.65757828950882	-0.00796454958617687	
-0.656658172607422	-0.00788848660886288	
-0.656658172607422	-0.00780322263017297	
-0.655738055706024	-0.00773329334333539	
-0.655124604701996	-0.00764986919239163	
-0.654204487800598	-0.00757441949099302	
-0.653591096401215	-0.00750019680708647	
-0.652670979499817	-0.0074173859320581	
-0.652057588100433	-0.00734438979998231	
-0.651444137096405	-0.00726832682266831	
-0.650830745697021	-0.00719839753583074	
-0.649910628795624	-0.0071204942651093	
-0.64960390329361	-0.00704995170235634	
-0.648377060890198	-0.00696652755141258	
-0.648070394992828	-0.00690825330093503	
-0.647150278091431	-0.00682973675429821	
-0.646230161190033	-0.00675674062222242	
-0.645616710186005	-0.00669417250901461	
-0.644696593284607	-0.00662301667034626	
-0.644389927387238	-0.00658805202692747	
-0.644083201885223	-0.00651750946417451	
-0.642856359481812	-0.00643040472641587	
-0.642549633979797	-0.00636292947456241	
-0.6416295170784	-0.00628932006657124	
-0.6416295170784	-0.0062463809736073	
-0.639789283275604	-0.00616725068539381	
-0.639482617378235	-0.0060918009839952	
-0.638869166374207	-0.00602432573214173	
-0.638255774974823	-0.00598568050190806	
-0.637335658073425	-0.00591023080050945	
-0.637335658073425	-0.00583355454728007	
-0.636108815670013	-0.00577098643407226	
-0.635188698768616	-0.00570412445813417	
-0.634575307369232	-0.00563971605151892	
-0.634268581867218	-0.00558818923309445	
-0.633041739463806	-0.00555506488308311	
-0.632735073566437	-0.00547900190576911	
-0.632121622562408	-0.00541398022323847	
-0.631201505661011	-0.00536368042230606	
-0.630588114261627	-0.00528884399682283	
-0.629974722862244	-0.00523179629817605	
-0.629054605960846	-0.00518701737746596	
-0.628747880458832	-0.00512138241901994	
-0.628134489059448	-0.0050723091699183	
-0.626907646656036	-0.00501035433262587	
-0.626294255256653	-0.00495269382372499	
-0.626294255256653	-0.00489748641848564	
-0.625067412853241	-0.0048514804802835	
-0.624760687351227	-0.00481099542230368	
-0.623840570449829	-0.00475333444774151	
-0.622920453548431	-0.00470180809497833	
-0.622000336647034	-0.0046398532576859	
-0.62169361114502	-0.00459446059539914	
-0.620466828346252	-0.00453802663832903	
-0.619853377342224	-0.00449263444170356	
-0.619239985942841	-0.00444294791668653	
-0.619239985942841	-0.00439448840916157	
-0.618319869041443	-0.0043809930793941	
-0.617093026638031	-0.00432885298505425	
-0.616786360740662	-0.00426567159593105	
-0.616479635238647	-0.00421414477750659	
-0.615866184234619	-0.00415832409635186	
-0.614332675933838	-0.0041159987449646	
-0.613719284534454	-0.00408962229266763	
-0.61341255903244	-0.00403502816334367	
-0.612799167633057	-0.00398288806900382	
-0.611572325229645	-0.00394178973510861	
-0.610958933830261	-0.0038871958386153	
-0.610345482826233	-0.00385345821268857	
-0.609732091426849	-0.00381481321528554	
-0.608811974525452	-0.00377187435515225	
-0.608505249023438	-0.00373568292707205	
-0.607278406620026	-0.00372709520161152	
-0.606971740722656	-0.00367986247874796	
-0.606358289718628	-0.00363140273839235	
-0.605744898319244	-0.00358232972212136	
-0.604518055915833	-0.00354368472471833	
-0.603904664516449	-0.00351178739219904	
-0.603597939014435	-0.00347068859264255	
-0.602984547615051	-0.00346026080660522	
-0.602064430713654	-0.00340505363419652	
-0.601144313812256	-0.00336334155872464	
-0.600530922412872	-0.00332653662189841	
-0.599917471408844	-0.00329034542664886	
-0.59930408000946	-0.0032431127037853	
-0.598383963108063	-0.00320937484502792	
-0.598077237606049	-0.00317809078842402	
-0.597463846206665	-0.00313821900635958	
-0.596543729305267	-0.0031136826146394	
-0.59562361240387	-0.00311490939930081	
-0.595316886901855	-0.00306399608962238	
-0.594703495502472	-0.00302044372074306	
-0.593783378601074	-0.0029860925860703	
-0.593169927597046	-0.00295112817548215	
-0.591943144798279	-0.00292475149035454	
-0.59132969379425	-0.00291555025614798	
-0.591023027896881	-0.00287629174999893	
-0.589796185493469	-0.0028376467525959	
-0.589489459991455	-0.0028045226354152	
-0.588876068592072	-0.00277323857881129	
-0.588262617588043	-0.00274747516959906	
-0.58764922618866	-0.00272784591652453	
-0.586729109287262	-0.00270146923139691	
-0.586115717887878	-0.00266773160547018	
-0.58550226688385	-0.00263644754886627	
-0.584888875484467	-0.00260700355283916	
-0.583662033081055	-0.00258737453259528	
-0.583355367183685	-0.00256099761463702	
-0.582741916179657	-0.00255915755406022	
-0.581821799278259	-0.00253094057552516	
-0.581208407878876	-0.00253768800757825	
-0.580288290977478	-0.00251192459836602	
-0.580288290977478	-0.00249290885403752	
-0.579061448574066	-0.00245303707197309	
-0.578448057174683	-0.00241561885923147	
-0.577834606170654	-0.00239967019297183	
-0.577221214771271	-0.00237329350784421	
-0.575994372367859	-0.0023420094512403	
-0.575380980968475	-0.00234814360737801	
-0.575074255466461	-0.00231317896395922	
-0.574460864067078	-0.00228373520076275	
-0.573847472667694	-0.00226594624109566	
-0.572620630264282	-0.00222730124369264	
-0.572620630264282	-0.00220031104981899	
-0.571700513362885	-0.00218190858140588	
-0.570473670959473	-0.00218865624628961	
-0.570166945457459	-0.00218436238355935	
-0.569553554058075	-0.00216105254366994	
-0.568633437156677	-0.00214939774014056	
-0.568020045757294	-0.0021211807616055	
-0.567406594753265	-0.00208928342908621	
-0.566793203353882	-0.00206352001987398	
-0.565873086452484	-0.00207946868613362	
-0.564952969551086	-0.00204818462952971	
-0.564339518547058	-0.0020089263562113	
-0.564032852649689	-0.00197825557552278	
-0.56341940164566	-0.00197457522153854	
-0.562192618846893	-0.00194574473425746	
-0.561579167842865	-0.00192366191186011	
-0.560659050941467	-0.00190648634452373	
-0.560045659542084	-0.00190771324560046	
-0.5594322681427	-0.00188624369911849	
-0.558818817138672	-0.00186722795479	
-0.558205425739288	-0.00184146466199309	
-0.557898700237274	-0.00181018060538918	
-0.556365191936493	-0.0017991391941905	
-0.555751740932465	-0.00177766976412386	
-0.555445075035095	-0.00178687088191509	
-0.554524958133698	-0.00180956721305847	
-0.554218232631683	-0.00179975258652121	
-0.5536048412323	-0.00175926729571074	
-0.552377998828888	-0.00172859674785286	
-0.552071273326874	-0.00169976626057178	
-0.551151156425476	-0.00168320420198143	
-0.550537765026093	-0.00166234816424549	
-0.549924373626709	-0.00167584326118231	
-0.549310922622681	-0.00164639938157052	
-0.547777414321899	-0.00167338957544416	
-0.547777414321899	-0.00164394569583237	
-0.546857297420502	-0.00161695561837405	
-0.546857297420502	-0.00159732636529952	
-0.54563045501709	-0.00159303250256926	
-0.545323729515076	-0.00156052166130394	
-0.544710338115692	-0.001539665623568	
-0.543790221214294	-0.00152003637049347	
-0.542870104312897	-0.0015034741954878	
-0.542563378810883	-0.00151267542969435	
-0.541643261909485	-0.00148016458842903	
-0.540723145008087	-0.00146605609916151	
-0.540109753608704	-0.00145133421756327	
-0.538882911205292	-0.0014353854348883	
-0.538882911205292	-0.00143231835681945	
-0.53765606880188	-0.00141943665221334	
-0.537042677402496	-0.00148507184349	
-0.536429286003113	-0.00147709751036018	
-0.535815834999084	-0.00143415865022689	
-0.535509169101715	-0.00140655506402254	
-0.533975601196289	-0.00138177338521928	
-0.533975601196289	-0.00136656069662422	
-0.533362209796906	-0.00136760354507715	
-0.532442092895508	-0.00134122674353421	
-0.531828701496124	-0.00135889311786741	
-0.531215250492096	-0.00134184025228024	
-0.530601859092712	-0.00131742644589394	
-0.529375016689301	-0.00133809843100607	
-0.528761625289917	-0.00130982010159642	
-0.528148174285889	-0.00128056027460843	
-0.527534782886505	-0.00126412080135196	
-0.527228057384491	-0.00123982969671488	
-0.526307940483093	-0.00122602784540504	
-0.52569454908371	-0.00121578387916088	
-0.524467706680298	-0.00126307806931436	
-0.524161040782928	-0.00123688532039523	
-0.5235475897789	-0.00127086834982038	
-0.522627472877502	-0.001247190637514	
-0.521400630474091	-0.00122167263180017	
-0.521093964576721	-0.00119057262782007	
-0.520480513572693	-0.00116664951201528	
-0.519867122173309	-0.00115867517888546	
-0.518640279769897	-0.00113383191637695	
-0.518333613872528	-0.00114610022865236	
-0.5177201628685	-0.00118726026266813	
-0.516493380069733	-0.0011419290676713	
-0.515879929065704	-0.00111751514486969	
-0.515879929065704	-0.00109659787267447	
-0.514959812164307	-0.0011359789641574	
-0.514346420764923	-0.00110911147203296	
-0.51373302936554	-0.00111211719922721	
-0.512812852859497	-0.00107537372969091	
-0.512199461460114	-0.00104151340201497	
-0.511279344558716	-0.00104071595706046	
-0.510665953159332	-0.00102556461934	
-0.509745836257935	-0.00101121072657406	
-0.50943911075592	-0.00106298283208162	
-0.508825719356537	-0.00111107435077429	
-0.507905602455139	-0.00108929816633463	
-0.507292151451111	-0.00104856758844107	
-0.506372034549713	-0.00101452320814133	
-0.50575864315033	-0.000986183527857065	
-0.505145251750946	-0.000979006639681757	
-0.504838526248932	-0.000956555712036788	
-0.50361168384552	-0.000971338944509625	
-0.503304958343506	-0.00105255481321365	
-0.502691566944122	-0.00102421513292938	
-0.501771450042725	-0.000996488844975829	
-0.501158058643341	-0.000965327490121126	
-0.500544607639313	-0.000957414507865906	
-0.499317795038223	-0.000931835151277483	
-0.49870440363884	-0.000888098846189678	
-0.498090982437134	-0.00095753715140745	
-0.497170865535736	-0.000928952125832438	
-0.496864140033722	-0.00102685275487602	
-0.495944023132324	-0.000977779738605022	
-0.495330631732941	-0.000928216031752527	
-0.494717210531235	-0.000900735147297382	
-0.493797093629837	-0.000906562549062073	
-0.493183672428131	-0.000882762193214148	
-0.492570251226425	-0.00100323639344424	
-0.491650134325027	-0.000966431631240994	
-0.491650134325027	-0.000917358614969999	
-0.490423321723938	-0.000919137557502836	
-0.48950320482254	-0.000880676554515958	
-0.489196479320526	-0.000843626447021961	
-0.488276362419128	-0.000952691189013422	
-0.487356245517731	-0.000946863787248731	
-0.487356245517731	-0.000889387039933354	
-0.486129432916641	-0.000846570823341608	
-0.485209316015244	-0.000840988766867667	
-0.484902590513229	-0.000826450879685581	
-0.484289199113846	-0.00091367814457044	
-0.483062356710434	-0.000880369858350605	
-0.48244896531105	-0.000883130240254104	
-0.481528848409653	-0.000834977312479168	
-0.481528848409653	-0.000786947086453438	
-0.480608701705933	-0.000880676554515958	
-0.479688584804535	-0.000855403952300549	
-0.479075193405151	-0.000817924446891993	
-0.478461772203445	-0.000789646117482334	
-0.47784835100174	-0.000767133897170424	
-0.477541655302048	-0.000797988555859774	
-0.47662153840065	-0.000845037284307182	
-0.475701421499252	-0.000828475167509168	
-0.475394695997238	-0.000778113957494497	
-0.47447457909584	-0.000743762822821736	
-0.473247766494751	-0.000703277590218931	
-0.472941070795059	-0.000836940249428153	
-0.472327649593353	-0.000792222446762025	
-0.471100807189941	-0.000752043910324574	
-0.471100807189941	-0.0007164659909904	
-0.469873994588852	-0.000709534448105842	
-0.46956729888916	-0.000798479246441275	
-0.468647181987762	-0.000753332104068249	
-0.468033760786057	-0.000731985317543149	
-0.467420339584351	-0.00068420049501583	
-0.466500222682953	-0.00064500339794904	
-0.466193526983261	-0.000682360259816051	
-0.464966684579849	-0.0007781753083691	
-0.464659988880157	-0.000740266405045986	
-0.46373987197876	-0.00068837171420455	
-0.463433146476746	-0.000703522993717343	
-0.462206333875656	-0.000668497115839273	
-0.46159291267395	-0.000749222235754132	
-0.460979521274567	-0.000745541765354574	
-0.460059404373169	-0.000721311953384429	
-0.459445983171463	-0.000664141902234405	
-0.458832561969757	-0.000631447008345276	
-0.458219140768051	-0.000697634241078049	
-0.457605749368668	-0.000675796705763787	
-0.456992328166962	-0.000631569651886821	
-0.456378906965256	-0.000608198635745794	
-0.455458790063858	-0.000646352942567319	
-0.455152094364166	-0.000637458404526114	
-0.45453867316246	-0.000603291322477162	
-0.453311860561371	-0.000567161361686885	
-0.452698439359665	-0.000681992212776095	
-0.451778322458267	-0.000655983516480774	
-0.451164901256561	-0.000611388415563852	
-0.450551480054855	-0.000636845012195408	
-0.449631363153458	-0.000639298697933555	
-0.449324667453766	-0.000615007535088807	
-0.448404550552368	-0.000583416782319546	
-0.448097854852676	-0.000670766748953611	
-0.446871012449265	-0.000636599666904658	
-0.446257591247559	-0.000598813407123089	
-0.445644199848175	-0.000640096084680408	
-0.444724082946777	-0.000602616579271853	
-0.444417357444763	-0.000582373992074281	
-0.443497240543365	-0.00056262209545821	
-0.442577123641968	-0.000564462330657989	
-0.44165700674057	-0.000634023337624967	
-0.441043585538864	-0.000593292701523751	
-0.440736889839172	-0.000737935421057045	
-0.439816772937775	-0.000696959439665079	
-0.439510077238083	-0.000644083309452981	
